gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2563531644	369	1	369	0.0e+00	553.3	TIGR00518	alanine dehydrogenase
2563531651	592	8	592	0.0e+00	772.4	TIGR01931	sulfite reductase [NADPH] flavoprotein, alpha-component
2563531652	573	20	562	0.0e+00	874.9	TIGR02041	sulfite reductase (NADPH) hemoprotein, beta-component
2563531660	108	3	106	1.7e-16	47	TIGR02118	conserved hypothetical protein
2563531661	900	163	273	1.3e-12	34.1	TIGR00229	PAS domain S-box
2563531662	1147	155	283	3.5e-27	81.2	TIGR00229	PAS domain S-box
2563531666	384	45	384	6.9e-49	152.5	TIGR01730	RND family efflux transporter, MFP subunit
2563531667	472	31	471	4.0e-95	305.2	TIGR01845	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
2563531670	259	181	258	1.7e-24	72.2	TIGR01352	TonB family C-terminal domain
2563531676	90	1	89	2.1e-29	89.2	TIGR00053	addiction module toxin component, YafQ family
2563531676	90	3	88	1.7e-26	79.8	TIGR02385	addiction module toxin, RelE/StbE family
2563531678	172	7	165	5.7e-23	67.4	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2563531710	209	18	209	1.1e-88	282.1	TIGR00566	glutamine amidotransferase of anthranilate synthase or aminodeoxychorismate synthase
2563531712	223	5	216	4.6e-101	322.6	TIGR01163	ribulose-phosphate 3-epimerase
2563531714	175	8	31	7.2e-08	18.4	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2563531715	162	4	142	6.8e-34	104.4	TIGR02523	type IV pilus modification protein PilV
2563531715	162	4	27	2.1e-09	24.2	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2563531716	348	8	31	2.1e-08	20.1	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2563531719	142	4	27	4.5e-13	34.9	TIGR02532	prepilin-type N-terminal cleavage/methylation domain
2563531722	379	4	368	8.2e-123	396	TIGR00539	putative oxygen-independent coproporphyrinogen III oxidase
2563531723	214	10	187	3.8e-60	188.7	TIGR00336	orotate phosphoribosyltransferase
2563531725	229	41	229	6.5e-63	197.7	TIGR00091	tRNA (guanine-N(7)-)-methyltransferase
2563531726	325	3	66	3.7e-22	64.7	TIGR01683	thiamine biosynthesis protein ThiS
2563531727	362	8	352	0.0e+00	525.9	TIGR00034	phospho-2-dehydro-3-deoxyheptonate aldolase
2563531735	266	188	265	5.4e-22	64.2	TIGR01352	TonB family C-terminal domain
2563531739	628	93	568	0.0e+00	511.1	TIGR00794	potassium uptake protein
2563531744	210	46	200	9.3e-70	220	TIGR00401	methionine-S-sulfoxide reductase
2563531748	346	7	332	4.1e-108	347.1	TIGR01853	UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD
2563531749	160	4	152	1.7e-67	212	TIGR00581	molybdenum cofactor biosynthesis protein MoaC
2563531750	77	3	77	6.8e-21	61.2	TIGR01682	molybdopterin converting factor, subunit 1, non-archaeal
2563531753	578	3	567	0.0e+00	897	TIGR00118	acetolactate synthase, large subunit, biosynthetic type
2563531754	163	1	158	1.1e-67	213	TIGR00119	acetolactate synthase, small subunit
2563531755	338	14	328	0.0e+00	428	TIGR00465	ketol-acid reductoisomerase
2563531759	833	24	826	0.0e+00	1200	TIGR02093	glycogen/starch/alpha-glucan phosphorylases
2563531760	158	1	154	3.6e-68	214.4	TIGR00185	tRNA (cytidine(34)-2'-O)-methyltransferase
2563531763	155	6	148	9.5e-55	170.6	TIGR00809	protein-export chaperone SecB
2563531768	437	59	392	2.3e-108	348.1	TIGR00225	C-terminal peptidase (prc)
2563531773	248	1	248	9.6e-59	185.9	TIGR00633	exodeoxyribonuclease III (xth)
2563531773	248	1	248	1.6e-56	178.7	TIGR00195	exodeoxyribonuclease III
2563531775	250	15	243	7.4e-110	352	TIGR03078	methane monooxygenase/ammonia monooxygenase, subunit C
2563531776	247	2	244	5.5e-111	356.1	TIGR03080	methane monooxygenase/ammonia monooxygenase, subunit A
2563531777	414	11	413	0.0e+00	543.5	TIGR03079	methane monooxygenase/ammonia monooxygenase, subunit B
2563531779	476	3	473	0.0e+00	516.8	TIGR01064	pyruvate kinase
2563531780	337	4	328	1.0e-129	418.4	TIGR01534	glyceraldehyde-3-phosphate dehydrogenase, type I
2563531781	1022	578	745	3.6e-50	157	TIGR00254	diguanylate cyclase (GGDEF) domain
2563531781	1022	75	200	2.5e-14	40.7	TIGR00229	PAS domain S-box
2563531783	482	9	462	0.0e+00	619.8	TIGR00838	argininosuccinate lyase
2563531784	313	11	303	2.9e-117	376.9	TIGR00212	hydroxymethylbilane synthase
2563531787	410	5	394	7.0e-95	303.9	TIGR00540	heme biosynthesis-associated TPR protein
2563531791	370	44	368	8.3e-64	201.5	TIGR01730	RND family efflux transporter, MFP subunit
2563531792	520	12	479	2.9e-100	322.2	TIGR01845	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
2563531797	486	6	455	0.0e+00	580.1	TIGR00148	UbiD family decarboxylase
2563531802	467	36	467	0.0e+00	528	TIGR01942	poly(A) polymerase
2563531803	167	11	141	4.0e-44	136	TIGR01498	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase
2563531804	271	10	271	1.4e-102	328.8	TIGR00222	3-methyl-2-oxobutanoate hydroxymethyltransferase
2563531805	280	1	279	1.1e-99	319.9	TIGR00018	pantoate--beta-alanine ligase
2563531805	280	23	82	6.5e-13	35.9	TIGR00125	cytidyltransferase-like domain
2563531806	128	1	126	4.9e-51	158.1	TIGR00223	L-aspartate-alpha-decarboxylase
2563531810	155	1	155	7.6e-68	213.5	TIGR00246	rRNA large subunit m3Psi methyltransferase RlmH
2563531811	191	1	183	6.5e-54	168.3	TIGR00172	MAF protein
2563531812	484	13	421	0.0e+00	500.6	TIGR00757	ribonuclease, Rne/Rng family
2563531813	1350	114	1322	0.0e+00	620.2	TIGR02099	TIGR02099 family protein
2563531822	363	37	355	6.2e-58	182.2	TIGR01730	RND family efflux transporter, MFP subunit
2563531824	484	11	477	3.0e-92	295.7	TIGR01845	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
2563531828	359	21	358	0.0e+00	440	TIGR01036	dihydroorotate dehydrogenase, subfamily 2
2563531829	366	7	352	7.6e-81	257.9	TIGR02352	glycine oxidase ThiO
2563531831	315	8	312	9.5e-104	332.8	TIGR01249	proline iminopeptidase, Neisseria-type subfamily
2563531832	325	46	315	2.3e-110	354.4	TIGR00393	KpsF/GutQ family protein
2563531833	185	17	170	1.8e-55	174.2	TIGR01670	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase, YrbI family
2563531833	185	18	136	5.1e-16	46.2	TIGR01662	HAD-superfamily hydrolase, subfamily IIIA
2563531834	189	8	186	3.3e-39	120.3	TIGR04409	LPS export ABC transporter periplasmic protein LptC
2563531835	184	31	172	3.3e-42	129.9	TIGR03002	lipopolysaccharide transport periplasmic protein LptA
2563531836	261	23	261	1.7e-122	393.3	TIGR04406	LPS export ABC transporter ATP-binding protein
2563531837	481	9	478	0.0e+00	491.6	TIGR02395	RNA polymerase sigma-54 factor
2563531838	96	1	96	1.5e-34	104.8	TIGR00741	ribosomal subunit interface protein
2563531841	88	1	82	3.9e-33	99.6	TIGR01215	cell division topological specificity factor MinE
2563531842	269	2	268	7.9e-112	358.8	TIGR01968	septum site-determining protein MinD
2563531843	246	14	246	2.3e-72	229.4	TIGR01222	septum site-determining protein MinC
2563531844	626	140	591	0.0e+00	706.1	TIGR00190	phosphomethylpyrimidine synthase
2563531847	266	11	260	1.5e-97	313.1	TIGR00444	MazG family protein
2563531850	127	3	127	2.3e-50	156.2	TIGR00527	glycine cleavage system H protein
2563531859	489	8	489	0.0e+00	593.5	TIGR00871	glucose-6-phosphate 1-dehydrogenase
2563531860	606	2	603	0.0e+00	1019.5	TIGR01196	6-phosphogluconate dehydratase
2563531861	216	11	213	9.2e-84	265.9	TIGR01182	Entner-Doudoroff aldolase
2563531862	432	14	425	0.0e+00	776.2	TIGR01798	citrate synthase I (hexameric type)
2563531872	200	3	190	6.6e-64	201.3	TIGR00152	dephospho-CoA kinase
2563531875	570	12	570	0.0e+00	857.6	TIGR02538	type IV-A pilus assembly ATPase PilB
2563531876	931	1	912	0.0e+00	1202.5	TIGR00422	valyl-tRNA synthetase
2563531880	156	4	137	7.6e-52	160.8	TIGR04366	cupin fold metalloprotein, WbuC family
2563531888	405	46	388	3.6e-92	294.7	TIGR04407	LPS export ABC transporter permease LptF
2563531889	357	3	355	5.8e-111	356.4	TIGR04408	LPS export ABC transporter permease LptG
2563531891	277	5	275	4.3e-81	258	TIGR00507	shikimate dehydrogenase
2563531895	243	5	243	1.2e-100	322.2	TIGR00740	tRNA (cmo5U34)-methyltransferase
2563531896	331	7	329	0.0e+00	475.2	TIGR00452	tRNA (mo5U34)-methyltransferase
2563531898	699	28	670	0.0e+00	739.9	TIGR00643	ATP-dependent DNA helicase RecG
2563531899	134	3	126	2.2e-54	169.1	TIGR00004	reactive intermediate/imine deaminase
2563531900	723	40	720	0.0e+00	788.7	TIGR00691	(p)ppGpp synthetase, RelA/SpoT family
2563531901	81	1	59	4.1e-23	67.5	TIGR00690	DNA-directed RNA polymerase, omega subunit
2563531905	516	7	442	0.0e+00	600.6	TIGR01982	2-polyprenylphenol 6-hydroxylase
2563531907	248	22	247	1.3e-87	278.8	TIGR01934	ubiquinone/menaquinone biosynthesis methyltransferases
2563531910	439	4	439	0.0e+00	695	TIGR00390	ATP-dependent protease HslVU, ATPase subunit
2563531911	182	6	176	1.2e-90	287.8	TIGR03692	ATP-dependent protease HslVU, peptidase subunit
2563531919	207	7	205	2.8e-65	205.3	TIGR00057	tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family
2563531922	213	1	165	1.4e-37	115.2	TIGR00281	segregation and condensation protein B
2563531923	279	85	246	1.2e-53	167.2	TIGR00093	pseudouridine synthase
2563531924	295	131	295	3.9e-55	172.2	TIGR00254	diguanylate cyclase (GGDEF) domain
2563531926	746	30	730	0.0e+00	887.5	TIGR02063	ribonuclease R
2563531926	746	79	729	0.0e+00	765.1	TIGR00358	VacB and RNase II family 3'-5' exoribonucleases
2563531927	248	2	244	2.7e-84	268.4	TIGR00186	rRNA methylase, putative, group 3
2563531928	207	9	206	1.7e-73	232.5	TIGR01189	heme ABC exporter, ATP-binding protein CcmA
2563531929	224	10	220	1.0e-84	269.5	TIGR01190	heme exporter protein CcmB
2563531931	253	52	235	1.2e-85	272.1	TIGR01191	heme exporter protein CcmC
2563531932	52	7	52	5.1e-25	73.6	TIGR03141	heme exporter protein CcmD
2563531934	649	53	640	0.0e+00	783.7	TIGR00353	c-type cytochrome biogenesis protein CcmF
2563531936	176	2	171	4.6e-60	188.2	TIGR00385	periplasmic protein thiol:disulfide oxidoreductases, DsbE subfamily
2563531938	415	2	116	6.4e-27	80.4	TIGR03142	cytochrome c-type biogenesis protein CcmI
2563531939	460	6	460	0.0e+00	645.9	TIGR00538	oxygen-independent coproporphyrinogen III oxidase
2563531942	251	1	233	3.5e-72	228.8	TIGR00087	5'/3'-nucleotidase SurE
2563531943	220	10	220	4.6e-70	221.8	TIGR00080	protein-L-isoaspartate(D-aspartate) O-methyltransferase
2563531946	694	1	689	0.0e+00	971.6	TIGR00484	translation elongation factor EF-G
2563531946	694	5	178	1.6e-29	89.9	TIGR00231	small GTP-binding protein domain
2563531949	231	35	225	6.0e-69	217.4	TIGR00667	leucyl/phenylalanyl-tRNA--protein transferase
2563531950	318	7	313	4.2e-126	405.7	TIGR01292	thioredoxin-disulfide reductase
2563531954	393	8	220	1.1e-66	211.7	TIGR00331	heat shock gene repressor HrcA
2563531956	643	3	604	0.0e+00	958	TIGR02350	chaperone protein DnaK
2563531957	376	5	349	0.0e+00	446.6	TIGR02349	chaperone protein DnaJ
2563531958	267	1	265	4.0e-107	343.7	TIGR00036	4-hydroxy-tetrahydrodipicolinate reductase
2563531960	413	2	261	2.6e-61	193.6	TIGR00619	exonuclease SbcD
2563531961	1259	997	1253	6.7e-50	155.8	TIGR00618	exonuclease SbcC
2563531965	81	4	73	7.2e-29	85.9	TIGR02606	putative addiction module antidote protein, CC2985 family
2563531968	294	6	292	0.0e+00	428.9	TIGR02662	ADP-ribosyl-[dinitrogen reductase] hydrolase
2563531969	443	116	434	2.1e-45	141.4	TIGR00383	magnesium Mg(2+) and cobalt Co(2+) transport protein (corA)
2563531974	375	19	369	0.0e+00	564.6	TIGR01109	sodium ion-translocating decarboxylase, beta subunit
2563531975	601	11	598	0.0e+00	862.1	TIGR01108	oxaloacetate decarboxylase alpha subunit
2563531976	77	2	77	1.1e-21	63.4	TIGR01195	sodium pump decarboxylases, gamma subunit
2563531977	128	2	128	4.3e-61	191	TIGR00357	methionine-R-sulfoxide reductase
2563531984	426	1	424	0.0e+00	591.2	TIGR00877	phosphoribosylamine--glycine ligase
2563531985	535	6	535	0.0e+00	797.7	TIGR00355	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
2563531987	327	3	322	4.4e-127	409.6	TIGR00737	putative TIM-barrel protein, nifR3 family
2563531992	292	3	285	5.6e-87	277.8	TIGR00406	ribosomal protein L11 methyltransferase
2563531993	447	1	447	0.0e+00	751	TIGR00514	acetyl-CoA carboxylase, biotin carboxylase subunit
2563531994	145	1	145	6.2e-57	178.6	TIGR00531	acetyl-CoA carboxylase, biotin carboxyl carrier protein
2563531995	148	3	144	2.0e-64	201.6	TIGR01088	3-dehydroquinate dehydratase, type II
2563532002	725	6	723	0.0e+00	1101.6	TIGR01075	DNA helicase II
2563532003	359	14	359	4.2e-112	361.2	TIGR00167	ketose-bisphosphate aldolase
2563532003	359	5	359	0.0e+00	596	TIGR01520	fructose-bisphosphate aldolase, class II, yeast/E. coli subtype
2563532004	239	15	232	4.4e-86	273.9	TIGR01983	ubiquinone biosynthesis O-methyltransferase
2563532005	225	10	218	6.0e-54	170.8	TIGR01449	2-phosphoglycolate phosphatase, prokaryotic
2563532005	225	49	183	2.0e-13	39.1	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
2563532005	225	66	189	1.8e-12	35.7	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
2563532007	182	7	181	3.1e-75	237.8	TIGR03406	probable FeS assembly SUF system protein SufT
2563532016	498	59	444	6.0e-93	298	TIGR00546	apolipoprotein N-acyltransferase
2563532019	893	6	451	0.0e+00	553.6	TIGR02717	acetyl coenzyme A synthetase (ADP forming), alpha domain
2563532021	856	175	304	2.6e-09	24.4	TIGR00229	PAS domain S-box
2563532021	856	425	590	5.1e-49	153.3	TIGR00254	diguanylate cyclase (GGDEF) domain
2563532023	373	129	359	5.2e-32	96.8	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2563532024	385	64	341	3.4e-99	317.5	TIGR01933	HflK protein
2563532025	286	4	154	9.5e-38	115.7	TIGR01932	HflC protein
2563532026	633	100	593	0.0e+00	750.3	TIGR01241	ATP-dependent metalloprotease FtsH
2563532030	80	1	53	9.9e-10	23.9	TIGR01552	prevent-host-death family protein
2563532032	215	10	199	3.5e-69	218.4	TIGR04282	transferase 1, rSAM/selenodomain-associated
2563532034	229	3	221	2.1e-81	258.7	TIGR04283	transferase 2, rSAM/selenodomain-associated
2563532035	712	6	598	0.0e+00	819.6	TIGR01389	ATP-dependent DNA helicase RecQ
2563532035	712	7	458	0.0e+00	532.2	TIGR00614	ATP-dependent DNA helicase, RecQ family
2563532037	187	2	180	1.7e-28	85.3	TIGR00752	outer membrane lipoprotein, Slp family
2563532039	530	61	466	7.2e-70	222.1	TIGR00546	apolipoprotein N-acyltransferase
2563532042	832	5	590	0.0e+00	903.9	TIGR00396	leucyl-tRNA synthetase, eubacterial and mitochondrial family
2563532044	340	16	332	1.2e-93	299.9	TIGR01128	DNA polymerase III, delta subunit
2563532048	371	3	368	0.0e+00	530.6	TIGR00449	tRNA-guanine family transglycosylase
2563532048	371	3	368	0.0e+00	552.8	TIGR00430	tRNA-guanine transglycosylase
2563532049	116	21	102	4.4e-27	80.3	TIGR00739	preprotein translocase, YajC subunit
2563532050	615	123	601	0.0e+00	473.2	TIGR01129	protein-export membrane protein SecD
2563532050	615	345	594	6.2e-78	248.6	TIGR00916	protein-export membrane protein, SecD/SecF family
2563532051	308	34	280	3.6e-85	272.6	TIGR00966	protein-export membrane protein SecF
2563532051	308	48	277	7.7e-57	179.5	TIGR00916	protein-export membrane protein, SecD/SecF family
2563532053	370	7	359	0.0e+00	464.6	TIGR00048	23S rRNA (adenine(2503)-C(2))-methyltransferase
2563532054	239	1	225	3.3e-65	205.9	TIGR02521	type IV pilus biogenesis/stability protein PilW
2563532055	425	6	413	0.0e+00	506.7	TIGR00442	histidyl-tRNA synthetase
2563532057	416	22	414	1.4e-129	418	TIGR03300	outer membrane assembly lipoprotein YfgL
2563532058	453	1	148	3.8e-18	53.4	TIGR00231	small GTP-binding protein domain
2563532058	453	1	419	0.0e+00	541.9	TIGR03594	ribosome-associated GTPase EngA
2563532065	304	21	303	0.0e+00	425.7	TIGR04559	quinoprotein relay system zinc metallohydrolase 2
2563532066	277	29	267	5.4e-88	280.1	TIGR04557	quinoprotein dehydrogenase-associated SoxYZ-like carrier
2563532067	328	151	246	4.7e-11	28.7	TIGR00277	HDIG domain
2563532081	777	503	569	2.7e-14	39.2	TIGR00426	competence protein ComEA helix-hairpin-helix repeat region
2563532082	205	59	132	3.0e-24	71.2	TIGR04073	putative exosortase-associated protein, TIGR04073 family
2563532087	198	1	196	2.0e-76	241.9	TIGR00615	recombination protein RecR
2563532088	107	1	103	1.9e-35	107.3	TIGR00103	DNA-binding protein, YbaB/EbfC family
2563532089	540	3	355	0.0e+00	435.1	TIGR02397	DNA polymerase III, subunit gamma and tau
2563532099	1032	1	1031	0.0e+00	638.6	TIGR00914	heavy metal efflux pump, CzcA family
2563532102	944	13	116	2.3e-14	39.8	TIGR00229	PAS domain S-box
2563532103	368	5	358	3.5e-112	360.8	TIGR00169	3-isopropylmalate dehydrogenase
2563532108	325	148	314	1.1e-50	157.6	TIGR00254	diguanylate cyclase (GGDEF) domain
2563532111	891	457	843	3.3e-104	334.8	TIGR00886	nitrite extrusion protein (nitrite facilitator)
2563532112	1246	2	1234	0.0e+00	2263.7	TIGR01580	respiratory nitrate reductase, alpha subunit
2563532113	528	9	504	0.0e+00	953	TIGR01660	nitrate reductase, beta subunit
2563532115	236	10	163	2.4e-41	127.4	TIGR00684	nitrate reductase molybdenum cofactor assembly chaperone
2563532116	225	1	225	1.8e-86	275.7	TIGR00351	respiratory nitrate reductase, gamma subunit
2563532117	394	73	394	1.9e-97	312.4	TIGR02376	nitrite reductase, copper-containing
2563532122	482	8	470	2.3e-122	395	TIGR01845	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
2563532123	319	35	310	2.9e-28	84.7	TIGR01730	RND family efflux transporter, MFP subunit
2563532131	400	13	397	0.0e+00	563.5	TIGR01142	phosphoribosylglycinamide formyltransferase 2
2563532133	322	1	322	1.0e-98	316.7	TIGR00109	ferrochelatase
2563532134	180	1	180	4.4e-79	250.3	TIGR00063	GTP cyclohydrolase I
2563532135	331	13	330	0.0e+00	485.2	TIGR00742	tRNA dihydrouridine synthase A
2563532138	248	68	197	4.1e-28	83.9	TIGR00530	1-acyl-sn-glycerol-3-phosphate acyltransferases
2563532139	183	4	175	1.3e-36	113.5	TIGR00213	D,D-heptose 1,7-bisphosphate phosphatase
2563532139	183	5	150	4.6e-39	121.4	TIGR01662	HAD-superfamily hydrolase, subfamily IIIA
2563532139	183	5	151	1.7e-49	155.2	TIGR01656	histidinol-phosphate phosphatase family domain
2563532140	689	1	688	0.0e+00	770.3	TIGR00211	glycyl-tRNA synthetase, tetrameric type, beta subunit
2563532141	304	9	301	0.0e+00	552.3	TIGR00388	glycyl-tRNA synthetase, tetrameric type, alpha subunit
2563532150	338	2	335	4.3e-89	285.7	TIGR00998	efflux pump membrane protein (multidrug resistance protein A)
2563532151	521	18	508	0.0e+00	455.3	TIGR00711	drug resistance transporter, EmrB/QacA subfamily
2563532165	379	6	377	0.0e+00	422.3	TIGR01930	acetyl-CoA acetyltransferases
2563532175	557	237	335	2.1e-21	63.8	TIGR04178	exosortase/archaeosortase family protein
2563532175	557	26	556	1.8e-74	239	TIGR04162	exosortase E/protease, VPEID-CTERM system
2563532175	557	350	556	3.1e-48	152.1	TIGR03008	CAAX prenyl protease-related protein
2563532176	89	58	88	1.7e-19	55.8	TIGR04161	VPEID-CTERM protein sorting domain
2563532195	449	1	405	1.9e-99	319.2	TIGR03026	nucleotide sugar dehydrogenase
2563532196	251	44	249	6.3e-39	119.7	TIGR01007	capsular exopolysaccharide family
2563532200	213	6	206	5.8e-49	152.5	TIGR03570	sugar O-acyltransferase, sialic acid O-acetyltransferase NeuD family
2563532205	377	39	377	5.8e-95	305	TIGR03025	exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase
2563532207	419	6	419	4.5e-113	363.9	TIGR03129	formylmethanofuran dehydrogenase subunit B
2563532208	555	2	541	0.0e+00	781.8	TIGR03121	formylmethanofuran dehydrogenase subunit A
2563532209	298	8	296	0.0e+00	457.4	TIGR03119	formylmethanofuran--tetrahydromethanopterin N-formyltransferase
2563532210	271	4	268	7.0e-86	273.7	TIGR03122	formylmethanofuran dehydrogenase subunit C
2563532214	431	11	411	0.0e+00	438	TIGR00115	trigger factor
2563532215	215	17	208	8.5e-109	347.7	TIGR00493	ATP-dependent Clp endopeptidase, proteolytic subunit ClpP
2563532216	424	5	412	0.0e+00	669.1	TIGR00382	endopeptidase Clp ATP-binding regulatory subunit (clpX)
2563532217	810	17	777	0.0e+00	999.9	TIGR00763	endopeptidase La
2563532217	810	472	781	4.9e-42	131.2	TIGR00764	lon-related putative ATP-dependent protease
2563532231	352	16	339	0.0e+00	439.8	TIGR00512	S-methyl-5-thioribose-1-phosphate isomerase
2563532231	352	42	339	2.1e-112	362.1	TIGR00524	eIF-2B alpha/beta/delta-related uncharacterized proteins
2563532236	129	2	128	7.5e-50	154.2	TIGR03012	sulfur relay protein TusD/DsrE
2563532237	118	3	117	1.1e-38	117.9	TIGR03010	sulfur relay protein TusC/DsrF
2563532239	555	2	553	0.0e+00	995.9	TIGR03719	ATP-binding cassette protein, ChvD family
2563532241	872	125	252	8.5e-14	37.9	TIGR00229	PAS domain S-box
2563532243	1164	5	1032	0.0e+00	1300.4	TIGR00594	DNA-directed DNA polymerase III (polc)
2563532244	818	13	427	0.0e+00	536.1	TIGR00757	ribonuclease, Rne/Rng family
2563532245	319	19	316	2.6e-87	278.8	TIGR00005	pseudouridine synthase, RluA family
2563532246	217	66	189	3.3e-15	44.1	TIGR01662	HAD-superfamily hydrolase, subfamily IIIA
2563532246	217	73	180	4.4e-13	37.5	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
2563532247	321	72	284	1.7e-49	154.3	TIGR00706	signal peptide peptidase SppA, 36K type
2563532251	1147	1	505	8.2e-48	148.9	TIGR00618	exonuclease SbcC
2563532252	713	14	139	4.0e-18	51.6	TIGR00530	1-acyl-sn-glycerol-3-phosphate acyltransferases
2563532256	1183	130	257	3.3e-30	91.9	TIGR00229	PAS domain S-box
2563532256	1183	750	917	2.5e-48	151	TIGR00254	diguanylate cyclase (GGDEF) domain
2563532257	982	299	426	6.2e-26	78.1	TIGR00229	PAS domain S-box
2563532257	982	547	714	2.9e-48	150.8	TIGR00254	diguanylate cyclase (GGDEF) domain
2563532263	254	2	254	9.0e-52	162.2	TIGR00486	dinuclear metal center protein, YbgI/SA1388 family
2563532264	648	121	624	5.5e-58	184	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2563532264	648	99	638	0.0e+00	476.7	TIGR01525	heavy metal translocating P-type ATPase
2563532267	213	21	211	1.2e-20	60	TIGR00758	uracil-DNA glycosylase, family 4
2563532291	98	2	97	1.6e-52	162.2	TIGR00987	integration host factor, alpha subunit
2563532292	791	1	790	0.0e+00	886.7	TIGR00472	phenylalanyl-tRNA synthetase, beta subunit, non-spirochete bacterial
2563532293	339	38	339	5.5e-110	353.5	TIGR00468	phenylalanyl-tRNA synthetase, alpha subunit
2563532294	120	1	114	2.4e-54	168.7	TIGR01032	ribosomal protein L20
2563532295	65	2	64	2.0e-28	84.8	TIGR00001	ribosomal protein L35
2563532296	156	1	155	2.0e-65	205.6	TIGR00168	translation initiation factor IF-3
2563532297	635	72	631	0.0e+00	749.4	TIGR00418	threonyl-tRNA synthetase
2563532301	295	37	288	7.3e-78	247.5	TIGR00157	ribosome small subunit-dependent GTPase A
2563532304	236	5	122	2.3e-31	94.8	TIGR00494	protein CrcB
2563532305	423	1	416	0.0e+00	529.7	TIGR00414	seryl-tRNA synthetase
2563532306	185	3	182	9.7e-41	125.2	TIGR00057	tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family
2563532307	775	5	626	0.0e+00	817.3	TIGR01051	DNA topoisomerase I, bacterial
2563532309	350	56	274	2.1e-83	264.9	TIGR00732	DNA protecting protein DprA
2563532311	168	3	161	1.6e-61	192.7	TIGR00079	peptide deformylase
2563532312	309	1	308	3.3e-100	321.2	TIGR00460	methionyl-tRNA formyltransferase
2563532313	435	4	435	6.7e-129	416.7	TIGR00563	16S rRNA (cytosine(967)-C(5))-methyltransferase
2563532315	724	375	501	1.2e-09	24.5	TIGR00229	PAS domain S-box
2563532317	142	16	141	3.6e-21	63.1	TIGR01077	ribosomal protein uL13, archaeal/eukaryotic form
2563532317	142	2	142	3.4e-66	208.5	TIGR01066	ribosomal protein L13, bacterial type
2563532326	448	212	440	1.2e-32	98.9	TIGR02937	RNA polymerase sigma factor, sigma-70 family
2563532327	640	100	595	0.0e+00	746.6	TIGR01241	ATP-dependent metalloprotease FtsH
2563532329	402	47	380	9.9e-48	148.7	TIGR01730	RND family efflux transporter, MFP subunit
2563532331	451	9	445	1.3e-99	320	TIGR01845	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
2563532334	477	57	474	5.8e-67	212.4	TIGR01844	type I secretion outer membrane protein, TolC family
2563532335	377	36	365	5.4e-62	195.6	TIGR01730	RND family efflux transporter, MFP subunit
2563532339	1064	535	1044	0.0e+00	662.2	TIGR01238	delta-1-pyrroline-5-carboxylate dehydrogenase (PutA C-terminal domain)
2563532345	212	28	171	7.6e-72	226.1	TIGR01957	NADH-quinone oxidoreductase, B subunit
2563532346	588	203	588	0.0e+00	550	TIGR01962	NADH dehydrogenase I, D subunit
2563532346	588	40	166	1.3e-41	129.1	TIGR01961	NADH (or F420H2) dehydrogenase, subunit C
2563532348	423	7	418	0.0e+00	601	TIGR01959	NADH-quinone oxidoreductase, F subunit
2563532349	895	4	644	0.0e+00	595.3	TIGR01973	NADH-quinone oxidoreductase, chain G
2563532351	171	7	128	1.0e-51	159.8	TIGR01971	NADH-quinone oxidoreductase, chain I
2563532355	611	5	609	0.0e+00	660.1	TIGR01974	proton-translocating NADH-quinone oxidoreductase, chain L
2563532356	490	1	485	0.0e+00	528.9	TIGR01972	proton-translocating NADH-quinone oxidoreductase, chain M
2563532357	480	6	469	1.6e-118	382.6	TIGR01770	proton-translocating NADH-quinone oxidoreductase, chain N
2563532359	545	1	542	3.5e-104	335.2	TIGR01194	cyclic peptide transporter
2563532361	471	8	457	1.6e-118	382.4	TIGR01845	efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
2563532362	1045	2	1044	0.0e+00	1237	TIGR00915	The (Largely Gram-negative Bacterial) Hydrophobe/Amphiphile Efflux-1 (HAE1) Family
