gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2576839185	549	273	447	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2576839185	549	499	527	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2576839185	549	37	484	ProSiteProfiles	PS50850	IPR020846	Major facilitator superfamily domain	
2576839191	119	5	35	SUPERFAMILY	SSF143422	IPR002686	Transposase IS200-like	GO:0003677|GO:0004803|GO:0006313
2576839195	330	1	19	ProSiteProfiles	PS51257			
2576839195	330	25	310	SUPERFAMILY	SSF53474			
2576839196	219	46	218	SUPERFAMILY	SSF53955	IPR023346	Lysozyme-like domain	
2576839197	297	1	26	ProSiteProfiles	PS51257			
2576839198	279	30	278	SUPERFAMILY	SSF55166	IPR009045	Hedgehog signalling/DD-peptidase zinc-binding domain	
2576839200	200	29	154	SMART	SM00471	IPR003607	HD/PDEase domain	GO:0003824
2576839200	200	7	186	SUPERFAMILY	SSF109604			
2576839202	306	9	184	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2576839204	577	163	274	SUPERFAMILY	SSF49503	IPR008972	Cupredoxin	
2576839204	577	326	445	SUPERFAMILY	SSF49503	IPR008972	Cupredoxin	
2576839205	1780	360	427	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2576839205	1780	367	478	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2576839205	1780	473	603	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2576839205	1780	488	553	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2576839205	1780	784	905	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2576839205	1780	791	858	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2576839205	1780	1214	1262	ProSiteProfiles	PS50112	IPR000014	PAS domain	GO:0004871|GO:0007165
2576839205	1780	1218	1284	SMART	SM00091	IPR000014	PAS domain	GO:0004871|GO:0007165
2576839205	1780	1227	1329	SUPERFAMILY	SSF55785	IPR000014	PAS domain	GO:0004871|GO:0007165
2576839205	1780	1332	1515	SMART	SM00267	IPR000160	GGDEF domain	
2576839205	1780	1373	1517	ProSiteProfiles	PS50887	IPR000160	GGDEF domain	
2576839205	1780	432	485	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2576839205	1780	1289	1341	ProSiteProfiles	PS50113	IPR000700	PAS-associated, C-terminal	GO:0000155|GO:0000160
2576839205	1780	1348	1517	SUPERFAMILY	SSF55073	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	GO:0009190|GO:0016849|GO:0035556
2576839205	1780	433	476	SMART	SM00086	IPR001610	PAC motif	
2576839205	1780	565	605	SMART	SM00086	IPR001610	PAC motif	
2576839205	1780	871	907	SMART	SM00086	IPR001610	PAC motif	
2576839205	1780	1290	1332	SMART	SM00086	IPR001610	PAC motif	
2576839205	1780	1525	1771	SMART	SM00052	IPR001633	Diguanylate phosphodiesterase, EAL domain	
2576839205	1780	1526	1780	ProSiteProfiles	PS50883	IPR001633	Diguanylate phosphodiesterase, EAL domain	
2576839205	1780	1530	1778	SUPERFAMILY	SSF141868	IPR001633	Diguanylate phosphodiesterase, EAL domain	
2576839205	1780	936	1088	SMART	SM00065	IPR003018	GAF domain	GO:0005515
2576839205	1780	30	253	SUPERFAMILY	SSF53850			
2576839205	1780	600	670	SUPERFAMILY	SSF55781			
2576839205	1780	614	778	SUPERFAMILY	SSF55781			
2576839205	1780	902	1080	SUPERFAMILY	SSF55781			
2576839206	282	202	219	ProSitePatterns	PS01307	IPR000540	Flagellar motor protein MotA, conserved site	GO:0001539|GO:0003774|GO:0006935|GO:0016020
2576839207	302	158	279	ProSiteProfiles	PS51123	IPR006665	Outer membrane protein, OmpA/MotB, C-terminal	
2576839207	302	166	275	SUPERFAMILY	SSF103088	IPR006665	Outer membrane protein, OmpA/MotB, C-terminal	
2576839208	205	21	136	SUPERFAMILY	SSF54001			
2576839209	132	1	128	SUPERFAMILY	SSF51316	IPR011057	Mss4-like	
2576839210	108	10	104	SUPERFAMILY	SSF69786	IPR003746	Protein of unknown function DUF167	
2576839215	425	9	420	SUPERFAMILY	SSF103473	IPR016196	Major facilitator superfamily domain, general substrate transporter	
2576839215	425	12	420	ProSiteProfiles	PS50850	IPR020846	Major facilitator superfamily domain	
2576839217	430	4	424	SMART	SM00788	IPR001114	Adenylosuccinate synthetase	GO:0004019|GO:0005525|GO:0006164
2576839217	430	11	18	ProSitePatterns	PS01266	IPR018220	Adenylosuccinate synthase, active site	GO:0004019|GO:0005525|GO:0006164
2576839217	430	133	144	ProSitePatterns	PS00513	IPR018220	Adenylosuccinate synthase, active site	GO:0004019|GO:0005525|GO:0006164
2576839217	430	3	429	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2576839218	411	19	337	SUPERFAMILY	SSF55681			
2576839219	284	19	182	SMART	SM00244	IPR001107	Band 7 protein	
2576839219	284	51	188	SUPERFAMILY	SSF117892			
2576839220	399	74	251	SMART	SM00244	IPR001107	Band 7 protein	
2576839220	399	142	256	SUPERFAMILY	SSF117892			
2576839221	401	176	343	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2576839222	79	6	69	SUPERFAMILY	SSF50182	IPR010920	Like-Sm (LSM) domain	
2576839223	508	316	488	SUPERFAMILY	SSF117457	IPR004647	Fe-S hydro-lyase, tartrate dehydratase beta-type, catalytic domain	GO:0016836
2576839224	278	6	273	SUPERFAMILY	SSF64182			
2576839225	162	53	138	SUPERFAMILY	SSF50685	IPR009009	RlpA-like double-psi beta-barrel domain	
2576839226	892	2	75	SMART	SM00831	IPR004014	Cation-transporting P-type ATPase, N-terminal	
2576839226	892	330	336	ProSitePatterns	PS00154	IPR018303	P-type ATPase, phosphorylation site	
2576839226	892	326	346	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2576839226	892	471	721	SUPERFAMILY	SSF56784	IPR023214	HAD-like domain	
2576839226	892	334	525	SUPERFAMILY	SSF81660	IPR023299	P-type ATPase, cytoplasmic domain N	
2576839226	892	2	120	SUPERFAMILY	SSF81665			
2576839226	892	119	227	SUPERFAMILY	SSF81653			
2576839226	892	229	322	SUPERFAMILY	SSF81665			
2576839226	892	667	890	SUPERFAMILY	SSF81665			
2576839227	883	239	430	SUPERFAMILY	SSF82866			
2576839227	883	733	879	SUPERFAMILY	SSF82866			
2576839228	359	46	350	SUPERFAMILY	SSF143631			
2576839229	106	1	102	SUPERFAMILY	SSF50022	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2576839229	106	5	100	ProSiteProfiles	PS51296	IPR017941	Rieske [2Fe-2S] iron-sulphur domain	GO:0016491|GO:0051537|GO:0055114
2576839230	260	26	258	SUPERFAMILY	SSF53335			
2576839231	150	2	142	SUPERFAMILY	SSF82649			
2576839232	407	5	403	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2576839232	407	218	237	ProSitePatterns	PS00595	IPR020578	Aminotransferase class-V pyridoxal-phosphate binding site	
2576839233	188	18	186	SUPERFAMILY	SSF52980	IPR011335	Restriction endonuclease  type II-like	
2576839234	440	26	428	SUPERFAMILY	SSF101960			
2576839235	251	2	246	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2576839235	251	26	229	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2576839235	251	146	160	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2576839235	251	2	231	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2576839237	482	36	81	SUPERFAMILY	SSF101960			
2576839237	482	108	479	SUPERFAMILY	SSF101960			
2576839238	149	3	132	ProSiteProfiles	PS51197	IPR000944	Transcription regulator Rrf2-like	
2576839238	149	49	67	ProSitePatterns	PS01332	IPR000944	Transcription regulator Rrf2-like	
2576839238	149	3	133	SUPERFAMILY	SSF46785			
2576839239	794	552	738	SMART	SM00849	IPR001279	Beta-lactamase-like	GO:0016787
2576839239	794	541	785	SUPERFAMILY	SSF56281			
2576839241	226	7	225	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2576839241	226	35	223	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2576839241	226	85	116	ProSiteProfiles	PS51244	IPR015854	ABC transporter, lipoprotein release, LolD	GO:0005524|GO:0016020|GO:0042953|GO:0042954
2576839241	226	147	161	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0005524|GO:0016887
2576839241	226	6	225	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2576839243	139	7	134	SUPERFAMILY	SSF46785			
2576839244	185	1	31	ProSiteProfiles	PS51257			
2576839245	553	100	404	SUPERFAMILY	SSF51905			
2576839245	553	515	546	SUPERFAMILY	SSF51905			
2576839247	91	1	76	SUPERFAMILY	SSF54285	IPR016155	Molybdopterin synthase/thiamin biosynthesis sulphur carrier, beta-grasp	
2576839248	143	1	143	SUPERFAMILY	SSF55961			
2576839249	453	8	453	ProSiteProfiles	PS50267	IPR000175	Sodium:neurotransmitter symporter	GO:0005328|GO:0006836|GO:0016021
2576839249	453	33	47	ProSitePatterns	PS00610	IPR000175	Sodium:neurotransmitter symporter	GO:0005328|GO:0006836|GO:0016021
2576839249	453	10	450	SUPERFAMILY	SSF161070			
2576839250	161	35	47	ProSitePatterns	PS01317	IPR020081	SsrA-binding protein, conserved site	
2576839250	161	11	141	SUPERFAMILY	SSF74982	IPR023620	Small protein B	
2576839251	210	23	209	SUPERFAMILY	SSF52499	IPR000868	Isochorismatase-like	GO:0003824|GO:0008152
2576839253	353	3	264	SUPERFAMILY	SSF51905			
2576839254	191	7	157	SUPERFAMILY	SSF53335			
2576839255	103	10	102	SUPERFAMILY	SSF51182	IPR011051	RmlC-like cupin domain	
2576839257	178	2	176	SUPERFAMILY	SSF52980	IPR011335	Restriction endonuclease  type II-like	
2576839258	528	2	252	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2576839258	528	320	528	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2576839258	528	26	238	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2576839258	528	344	511	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2576839258	528	6	237	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2576839258	528	297	523	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2576839259	227	6	212	SUPERFAMILY	SSF56300			
2576839260	736	293	303	ProSitePatterns	PS00076	IPR012999	Pyridine nucleotide-disulphide oxidoreductase, class I, active site	GO:0016668|GO:0055114
2576839260	736	598	713	SUPERFAMILY	SSF55424	IPR016156	FAD/NAD-linked reductase, dimerisation domain	GO:0016491|GO:0050660|GO:0055114
2576839260	736	260	624	SUPERFAMILY	SSF51905			
2576839262	169	4	116	SMART	SM00855	IPR013078	Histidine phosphatase superfamily, clade-1	
2576839262	169	1	151	SUPERFAMILY	SSF53254			
2576839263	317	6	256	SUPERFAMILY	SSF143865			
2576839263	317	253	315	SUPERFAMILY	SSF144083			
2576839264	352	178	350	SMART	SM00267	IPR000160	GGDEF domain	
2576839264	352	219	352	ProSiteProfiles	PS50887	IPR000160	GGDEF domain	
2576839264	352	194	348	SUPERFAMILY	SSF55073	IPR001054	Adenylyl cyclase class-3/4/guanylyl cyclase	GO:0009190|GO:0016849|GO:0035556
2576839266	77	4	65	SUPERFAMILY	SSF53649	IPR017850	Alkaline-phosphatase-like, core domain	GO:0003824|GO:0008152
2576839270	467	9	20	ProSitePatterns	PS00178	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	GO:0000166|GO:0004812|GO:0005524|GO:0006418
2576839270	467	298	460	SUPERFAMILY	SSF48163	IPR008925	Aminoacyl-tRNA synthetase, class I, anticodon-binding	GO:0000049
2576839270	467	4	296	SUPERFAMILY	SSF52374			
2576839271	396	280	396	ProSiteProfiles	PS51123	IPR006665	Outer membrane protein, OmpA/MotB, C-terminal	
2576839271	396	282	393	SUPERFAMILY	SSF103088	IPR006665	Outer membrane protein, OmpA/MotB, C-terminal	
2576839271	396	1	19	ProSiteProfiles	PS51257			
2576839271	396	52	220	SUPERFAMILY	SSF53300			
2576839271	396	250	296	SUPERFAMILY	SSF103647			
2576839272	176	25	175	SUPERFAMILY	SSF55961			
2576839273	291	219	284	ProSiteProfiles	PS50043	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2576839273	291	223	280	SMART	SM00421	IPR000792	Transcription regulator LuxR, C-terminal	GO:0003700|GO:0006355
2576839273	291	78	191	SMART	SM00448	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2576839273	291	79	195	ProSiteProfiles	PS50110	IPR001789	Signal transduction response regulator, receiver domain	GO:0000156|GO:0000160
2576839273	291	77	207	SUPERFAMILY	SSF52172	IPR011006	CheY-like superfamily	
2576839273	291	212	287	SUPERFAMILY	SSF46894	IPR016032	Signal transduction response regulator, C-terminal effector	GO:0003677|GO:0006355
2576839274	604	272	293	ProSitePatterns	PS00364	IPR001479	Quinoprotein dehydrogenase, conserved site	GO:0030288|GO:0055114
2576839274	604	36	601	SUPERFAMILY	SSF50998	IPR011047	Quinonprotein alcohol dehydrogenase-like superfamily	
2576839274	604	86	120	SMART	SM00564	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat	
2576839274	604	134	177	SMART	SM00564	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat	
2576839274	604	191	228	SMART	SM00564	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat	
2576839274	604	344	378	SMART	SM00564	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat	
2576839274	604	452	492	SMART	SM00564	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat	
2576839274	604	502	533	SMART	SM00564	IPR018391	Pyrrolo-quinoline quinone beta-propeller repeat	
2576839275	279	29	268	SMART	SM00062	IPR001638	Extracellular solute-binding protein, family 3	GO:0005215|GO:0006810
2576839275	279	23	264	SUPERFAMILY	SSF53850			
2576839276	158	6	156	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2576839276	158	66	146	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2576839277	94	23	94	SUPERFAMILY	SSF48666	IPR003420	Methanol dehydrogenase, beta subunit	GO:0004022|GO:0015946|GO:0055114
2576839278	338	5	310	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2576839279	278	71	197	SUPERFAMILY	SSF53300			
2576839281	326	81	253	SMART	SM00327	IPR002035	von Willebrand factor, type A	
2576839281	326	83	282	ProSiteProfiles	PS50234	IPR002035	von Willebrand factor, type A	
2576839281	326	82	278	SUPERFAMILY	SSF53300			
2576839282	186	57	158	SUPERFAMILY	SSF48452			
2576839283	327	35	214	SMART	SM00327	IPR002035	von Willebrand factor, type A	
2576839283	327	37	181	ProSiteProfiles	PS50234	IPR002035	von Willebrand factor, type A	
2576839283	327	36	161	SUPERFAMILY	SSF53300			
2576839285	317	23	258	SMART	SM00062	IPR001638	Extracellular solute-binding protein, family 3	GO:0005215|GO:0006810
2576839285	317	20	243	SUPERFAMILY	SSF53850			
2576839287	230	8	99	SUPERFAMILY	SSF56214	IPR008278	4'-phosphopantetheinyl transferase superfamily	GO:0000287|GO:0008897|GO:0009059
2576839287	230	107	217	SUPERFAMILY	SSF56214	IPR008278	4'-phosphopantetheinyl transferase superfamily	GO:0000287|GO:0008897|GO:0009059
2576839288	557	24	554	SUPERFAMILY	SSF56235			
2576839290	163	62	151	ProSiteProfiles	PS01031	IPR002068	Alpha crystallin/Hsp20 domain	
2576839290	163	34	162	SUPERFAMILY	SSF49764	IPR008978	HSP20-like chaperone	
2576839291	201	109	200	ProSiteProfiles	PS01031	IPR002068	Alpha crystallin/Hsp20 domain	
2576839291	201	75	201	SUPERFAMILY	SSF49764	IPR008978	HSP20-like chaperone	
2576839294	414	32	395	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2576839295	188	15	180	SUPERFAMILY	SSF49777	IPR008914	Phosphatidylethanolamine-binding protein PEBP	
2576839296	248	169	184	ProSitePatterns	PS01279	IPR000682	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	GO:0004719|GO:0006464
2576839296	248	54	246	SUPERFAMILY	SSF53335			
2576839297	807	212	507	SUPERFAMILY	SSF53335			
2576839298	305	189	239	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2576839298	305	242	292	SUPERFAMILY	SSF46689	IPR009057	Homeodomain-like	GO:0003677
2576839298	305	193	291	ProSiteProfiles	PS01124	IPR018060	DNA binding HTH domain, AraC-type	GO:0003700|GO:0006355|GO:0043565
2576839298	305	206	289	SMART	SM00342	IPR018060	DNA binding HTH domain, AraC-type	GO:0003700|GO:0006355|GO:0043565
2576839298	305	243	285	ProSitePatterns	PS00041	IPR018062	HTH domain AraC-type, conserved site	GO:0003700|GO:0006355|GO:0043565
2576839299	192	1	181	SUPERFAMILY	SSF69118			
2576839301	299	1	59	ProSiteProfiles	PS50931	IPR000847	Transcription regulator HTH, LysR	GO:0003700|GO:0006355
2576839301	299	4	86	SUPERFAMILY	SSF46785			
2576839301	299	89	294	SUPERFAMILY	SSF53850			
2576839302	181	1	174	SUPERFAMILY	SSF69118			
2576839303	428	43	142	SUPERFAMILY	SSF50475	IPR012349	FMN-binding split barrel	GO:0010181|GO:0016491|GO:0055114
2576839303	428	204	310	ProSiteProfiles	PS51384	IPR017927	Ferredoxin reductase-type FAD-binding domain	GO:0016491|GO:0055114
2576839303	428	205	304	SUPERFAMILY	SSF63380	IPR017938	Riboflavin synthase-like beta-barrel	GO:0016491|GO:0055114
2576839303	428	310	427	SUPERFAMILY	SSF52343			
2576839304	200	1	80	ProSiteProfiles	PS50404	IPR004045	Glutathione S-transferase, N-terminal	GO:0005515
2576839304	200	71	191	SUPERFAMILY	SSF47616	IPR010987	Glutathione S-transferase, C-terminal-like	
2576839304	200	85	200	ProSiteProfiles	PS50405	IPR010987	Glutathione S-transferase, C-terminal-like	
2576839304	200	1	84	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2576839305	157	4	157	SUPERFAMILY	SSF54427			
2576839306	474	2	70	ProSiteProfiles	PS50949	IPR000524	Transcription regulator HTH, GntR	GO:0003700|GO:0006355
2576839306	474	8	67	SMART	SM00345	IPR000524	Transcription regulator HTH, GntR	GO:0003700|GO:0006355
2576839306	474	94	468	SUPERFAMILY	SSF53383	IPR015424	Pyridoxal phosphate-dependent transferase	
2576839306	474	3	75	SUPERFAMILY	SSF46785			
2576839307	160	34	145	SUPERFAMILY	SSF75169	IPR027396	DsrEFH-like	
2576839308	330	159	172	ProSitePatterns	PS00921	IPR000132	Nitrilase/cyanide hydratase, conserved site	GO:0016810
2576839308	330	168	230	ProSiteProfiles	PS50007	IPR000909	Phospholipase C, phosphatidylinositol-specific , X domain	
2576839308	330	5	300	SUPERFAMILY	SSF56317	IPR003010	Carbon-nitrogen hydrolase	GO:0006807|GO:0016810
2576839308	330	7	291	ProSiteProfiles	PS50263	IPR003010	Carbon-nitrogen hydrolase	GO:0006807|GO:0016810
2576839309	367	127	337	SMART	SM00729	IPR006638	Elongator protein 3/MiaB/NifB	GO:0003824|GO:0051536
2576839309	367	136	343	SUPERFAMILY	SSF102114			
2576839310	180	14	168	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
2576839310	180	13	160	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
2576839311	327	177	313	SUPERFAMILY	SSF56042	IPR010918	AIR synthase-related protein, C-terminal domain	
2576839311	327	20	151	SUPERFAMILY	SSF55326	IPR016188	PurM, N-terminal-like	GO:0003824
2576839313	431	10	214	SUPERFAMILY	SSF51905			
2576839314	323	16	315	SUPERFAMILY	SSF102114			
2576839320	96	19	91	SUPERFAMILY	SSF55008	IPR006121	Heavy metal-associated domain, HMA	GO:0030001|GO:0046872
2576839320	96	24	90	ProSiteProfiles	PS50846	IPR006121	Heavy metal-associated domain, HMA	GO:0030001|GO:0046872
2576839322	141	7	76	ProSiteProfiles	PS50937	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2576839322	141	8	77	SMART	SM00422	IPR000551	MerR-type HTH domain	GO:0003677|GO:0006355
2576839322	141	8	130	SUPERFAMILY	SSF46955	IPR009061	DNA binding domain, putative	
2576839324	206	130	192	SUPERFAMILY	SSF88659	IPR013324	RNA polymerase sigma factor, region 3/4	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2576839324	206	11	98	SUPERFAMILY	SSF88946	IPR013325	RNA polymerase sigma factor, region 2	GO:0003677|GO:0003700|GO:0006352|GO:0006355|GO:0016987
2576839325	348	6	234	SUPERFAMILY	SSF53335			
2576839325	348	261	303	SUPERFAMILY	SSF53335			
2576839328	400	34	146	ProSiteProfiles	PS51354	IPR002109	Glutaredoxin	GO:0009055|GO:0015035|GO:0045454
2576839328	400	48	64	ProSitePatterns	PS00195	IPR011767	Glutaredoxin active site	GO:0009055|GO:0045454
2576839328	400	43	121	SUPERFAMILY	SSF52833	IPR012336	Thioredoxin-like fold	
2576839329	144	9	144	SUPERFAMILY	SSF69819	IPR023572	Archease domain	
2576839330	476	8	476	SUPERFAMILY	SSF103365	IPR001233	tRNA-splicing ligase, RtcB	GO:0006396|GO:0008452
2576839330	476	45	74	ProSitePatterns	PS01288	IPR001233	tRNA-splicing ligase, RtcB	GO:0006396|GO:0008452
2576839331	241	1	239	SUPERFAMILY	SSF117396	IPR002763	Protein of unknown function DUF72	
2576839332	160	1	138	SUPERFAMILY	SSF143422	IPR002686	Transposase IS200-like	GO:0003677|GO:0004803|GO:0006313
2576839334	123	22	101	SUPERFAMILY	SSF52038	IPR000468	Barstar (barnase inhibitor)	
2576839340	297	1	20	ProSiteProfiles	PS51257			
2576839342	164	1	135	SMART	SM00506	IPR002589	Macro domain	
2576839342	164	1	164	ProSiteProfiles	PS51154	IPR002589	Macro domain	
2576839342	164	1	150	SUPERFAMILY	SSF52949			
2576839343	433	1	28	ProSiteProfiles	PS51257			
2576839346	554	97	160	SUPERFAMILY	SSF56112	IPR011009	Protein kinase-like domain	GO:0016772
2576839346	554	195	429	SUPERFAMILY	SSF56112	IPR011009	Protein kinase-like domain	GO:0016772
2576839349	420	4	419	SMART	SM00996	IPR000043	Adenosylhomocysteinase	GO:0004013|GO:0006730
2576839349	420	187	348	SMART	SM00997	IPR015878	S-adenosyl-L-homocysteine hydrolase, NAD binding domain	
2576839349	420	76	90	ProSitePatterns	PS00738	IPR020082	S-adenosyl-L-homocysteine hydrolase, conserved site	GO:0004013|GO:0006730
2576839349	420	209	225	ProSitePatterns	PS00739	IPR020082	S-adenosyl-L-homocysteine hydrolase, conserved site	GO:0004013|GO:0006730
2576839349	420	3	186	SUPERFAMILY	SSF52283			
2576839349	420	187	349	SUPERFAMILY	SSF51735			
2576839349	420	349	420	SUPERFAMILY	SSF52283			
2576839350	230	138	153	ProSitePatterns	PS01279	IPR000682	Protein-L-isoaspartate(D-aspartate) O-methyltransferase	GO:0004719|GO:0006464
2576839350	230	22	217	SUPERFAMILY	SSF53335			
2576839351	341	18	166	SUPERFAMILY	SSF50129	IPR011032	GroES (chaperonin 10)-like	
2576839351	341	144	306	SUPERFAMILY	SSF51735			
2576839352	348	245	327	SUPERFAMILY	SSF74853			
2576839353	460	88	161	ProSiteProfiles	PS50042	IPR000595	Cyclic nucleotide-binding domain	
2576839353	460	83	162	SUPERFAMILY	SSF51206	IPR018490	Cyclic nucleotide-binding-like	
2576839353	460	185	454	SUPERFAMILY	SSF109604			
2576839356	427	35	127	ProSiteProfiles	PS50042	IPR000595	Cyclic nucleotide-binding domain	
2576839356	427	26	128	SUPERFAMILY	SSF51206	IPR018490	Cyclic nucleotide-binding-like	
2576839356	427	157	421	SUPERFAMILY	SSF109604			
2576839358	1109	279	454	SUPERFAMILY	SSF53223			
2576839358	1109	459	562	SUPERFAMILY	SSF51735			
2576839358	1109	598	724	SUPERFAMILY	SSF51735			
2576839359	141	39	128	SUPERFAMILY	SSF55874	IPR003594	Histidine kinase-like ATPase, ATP-binding domain	GO:0005524
2576839360	112	1	109	SUPERFAMILY	SSF52091	IPR002645	STAS domain	
2576839360	112	21	111	ProSiteProfiles	PS50801	IPR002645	STAS domain	
2576839361	1144	959	1024	SUPERFAMILY	SSF50182	IPR010920	Like-Sm (LSM) domain	
2576839361	1144	873	957	SUPERFAMILY	SSF82861	IPR011014	Mechanosensitive ion channel MscS, transmembrane-2	GO:0016020
2576839361	1144	1026	1125	SUPERFAMILY	SSF82689	IPR011066	Mechanosensitive ion channel MscS, C-terminal	GO:0016020
2576839363	163	45	134	SUPERFAMILY	SSF81593			
2576839364	99	8	82	SUPERFAMILY	SSF81301			
2576839365	466	14	249	SMART	SM00849	IPR001279	Beta-lactamase-like	GO:0016787
2576839365	466	254	381	SMART	SM01027	IPR022712	Beta-Casp domain	
2576839365	466	4	466	SUPERFAMILY	SSF56281			
2576839366	574	218	296	SUPERFAMILY	SSF47090	IPR002477	Peptidoglycan binding-like	
2576839366	574	317	374	SUPERFAMILY	SSF141523			
2576839366	574	429	479	SUPERFAMILY	SSF141523			
2576839367	234	1	33	ProSiteProfiles	PS51318	IPR006311	Twin-arginine translocation pathway, signal sequence	
2576839367	234	106	233	SUPERFAMILY	SSF55166	IPR009045	Hedgehog signalling/DD-peptidase zinc-binding domain	
2576839372	280	9	278	SUPERFAMILY	SSF53335			
2576839373	554	36	47	ProSitePatterns	PS00178	IPR001412	Aminoacyl-tRNA synthetase, class I, conserved site	GO:0000166|GO:0004812|GO:0005524|GO:0006418
2576839373	554	341	550	SUPERFAMILY	SSF50715	IPR011035	Ribosomal protein L25/Gln-tRNA synthetase, anti-codon-binding domain	GO:0006412
2576839373	554	22	338	SUPERFAMILY	SSF52374			
2576839374	135	3	129	SUPERFAMILY	SSF54427			
2576839375	339	4	338	SUPERFAMILY	SSF111337	IPR003699	S-adenosylmethionine:tRNA ribosyltransferase-isomerase,  QueA	GO:0008616|GO:0016740|GO:0016853
2576839379	144	1	18	ProSiteProfiles	PS51257			
2576839381	442	28	209	SUPERFAMILY	SSF48264	IPR001128	Cytochrome P450	GO:0005506|GO:0016705|GO:0020037|GO:0055114
2576839381	442	240	420	SUPERFAMILY	SSF48264	IPR001128	Cytochrome P450	GO:0005506|GO:0016705|GO:0020037|GO:0055114
2576839381	442	389	398	ProSitePatterns	PS00086	IPR017972	Cytochrome P450, conserved site	GO:0016705|GO:0055114
2576839382	596	104	196	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2576839382	596	328	382	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2576839382	596	338	596	ProSiteProfiles	PS51007	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
2576839382	596	487	531	SUPERFAMILY	SSF46626	IPR009056	Cytochrome c-like domain	GO:0009055|GO:0020037
